price,emirate,number,character
3575000,dubai,41,D
3575000,dubai,41,R
3575000,dubai,41,Q
3575000,dubai,41,B
3575000,dubai,41,A
3575000,dubai,41,P
3575000,dubai,41,O
3575000,dubai,41,G
3575000,dubai,41,U
3550000,dubai,31,h
3500000,dubai,56,n
3500000,dubai,222,s
3500000,dubai,23,i
3495000,dubai,31,z
3250000,dubai,90,M
3250000,dubai,90,V
3250000,dubai,90,W
3250000,dubai,90,S
3250000,dubai,90,R
3250000,dubai,90,Q
3250000,dubai,90,P
3250000,dubai,90,O
3250000,dubai,90,BB
3250000,dubai,90,A
3250000,dubai,90,DD
3250000,dubai,90,CC
3250000,dubai,90,AA
3250000,dubai,90,Z
3250000,dubai,90,Y
3250000,dubai,90,X
3250000,dubai,90,T
3250000,dubai,90,L
3250000,dubai,90,K
3250000,dubai,90,J
3250000,dubai,90,I
3250000,dubai,90,H
3250000,dubai,90,G
3250000,dubai,90,U
3250000,dubai,90,F
3250000,dubai,90,E
3250000,dubai,90,D
3250000,dubai,90,C
3250000,dubai,90,B
3250000,dubai,90,N
3223600,dubai,26857,o
3200000,dubai,70,T
3200000,dubai,70,S
3200000,dubai,70,R
3200000,dubai,70,O
3200000,dubai,70,N
3200000,dubai,70,M
3200000,dubai,70,L
3200000,dubai,70,K
3200000,dubai,70,J
3200000,dubai,70,F
3200000,dubai,70,CC
3200000,dubai,70,BB
3200000,dubai,70,AA
3200000,dubai,70,C
3200000,dubai,70,U
3200000,dubai,70,E
3200000,dubai,70,D
3200000,dubai,70,V
3200000,dubai,70,X
3200000,dubai,70,W
3200000,dubai,70,DD
3200000,dubai,70,Q
3200000,dubai,70,H
3200000,dubai,70,G
3200000,dubai,70,P
3200000,dubai,70,Z
3200000,dubai,70,Y
3200000,dubai,70,I
3200000,dubai,70,A
3200000,dubai,70,B
3000000,dubai,80,x
2990000,dubai,44,U
2990000,dubai,44,V
2990000,dubai,44,A
2990000,dubai,44,N
2990000,dubai,44,M
2990000,dubai,44,L
2990000,dubai,44,K
2990000,dubai,44,J
2990000,dubai,44,I
2990000,dubai,44,G
2990000,dubai,44,F
2990000,dubai,44,E
2990000,dubai,44,D
2990000,dubai,44,C
2990000,dubai,44,B
2990000,dubai,44,DD
2990000,dubai,44,P
2990000,dubai,44,BB
2990000,dubai,44,Z
2990000,dubai,44,Y
2990000,dubai,44,CC
2990000,dubai,44,H
2990000,dubai,44,AA
2990000,dubai,44,W
2990000,dubai,44,X
2990000,dubai,3,z
2990000,dubai,44,T
2990000,dubai,44,S
2990000,dubai,44,O
2990000,dubai,44,R
2990000,dubai,44,Q
2850000,dubai,80,E
2850000,dubai,80,G
2850000,dubai,80,F
2850000,dubai,80,D
2850000,dubai,80,C
2850000,dubai,80,Y
2850000,dubai,80,U
2850000,dubai,80,DD
2850000,dubai,80,CC
2850000,dubai,80,BB
2850000,dubai,80,M
2850000,dubai,80,N
2850000,dubai,80,O
2850000,dubai,80,A
2850000,dubai,80,B
2850000,dubai,80,K
2850000,dubai,80,AA
2850000,dubai,80,H
2850000,dubai,777,f
2850000,dubai,777,w
2850000,dubai,80,Z
2850000,dubai,80,X
2850000,dubai,90,u
2850000,dubai,80,I
2850000,dubai,80,J
2850000,dubai,80,L
2850000,dubai,80,Q
2850000,dubai,80,R
2850000,dubai,80,S
2850000,dubai,80,T
2850000,dubai,80,V
2850000,dubai,80,W
2850000,dubai,80,P
2790000,dubai,2,CC
2790000,dubai,2,K
2790000,dubai,2,J
2790000,dubai,2,Z
2790000,dubai,2,Y
2790000,dubai,2,X
2790000,dubai,2,F
2790000,dubai,2,BB
2790000,dubai,2,AA
2790000,dubai,2,A
2790000,dubai,2,M
2790000,dubai,2,U
2790000,dubai,2,W
2790000,dubai,2,DD
2790000,dubai,2,O
2790000,dubai,2,P
2790000,dubai,2,Q
2790000,dubai,2,L
2790000,dubai,2,C
2790000,dubai,2,B
2790000,dubai,2,T
2790000,dubai,2,S
2790000,dubai,2,N
2790000,dubai,2,H
2790000,dubai,2,G
2790000,dubai,2,V
2790000,dubai,2,E
2790000,dubai,2,D
2790000,dubai,2,R
2790000,dubai,2,I
2700000,dubai,700,K
2700000,dubai,700,S
2700000,dubai,700,M
2700000,dubai,700,O
2700000,dubai,700,DD
2700000,dubai,700,X
2700000,dubai,700,T
2700000,dubai,700,W
2700000,dubai,700,Q
2700000,dubai,700,H
2700000,dubai,700,F
2700000,dubai,700,J
2700000,dubai,700,R
2700000,dubai,700,D
2700000,dubai,700,U
2700000,dubai,700,V
2700000,dubai,700,P
2700000,dubai,700,G
2700000,dubai,700,E
2700000,dubai,700,C
2700000,dubai,700,CC
2700000,dubai,700,BB
2700000,dubai,700,A
2700000,dubai,700,N
2700000,dubai,700,AA
2700000,dubai,700,Z
2700000,dubai,700,Y
2700000,dubai,700,L
2700000,dubai,700,I
2700000,dubai,700,B
2550000,dubai,777,Q
2550000,dubai,777,P
2550000,dubai,777,O
2550000,dubai,777,L
2550000,dubai,777,U
2550000,dubai,777,V
2550000,dubai,777,K
2550000,dubai,777,E
2550000,dubai,777,DD
2550000,dubai,777,CC
2550000,dubai,777,A
2550000,dubai,777,D
2550000,dubai,777,B
2550000,dubai,777,C
2550000,dubai,777,AA
2550000,dubai,777,BB
2550000,dubai,777,T
2550000,dubai,777,Z
2550000,dubai,777,Y
2550000,dubai,777,S
2550000,dubai,777,J
2550000,dubai,777,X
2550000,dubai,777,N
2550000,dubai,777,M
2550000,dubai,777,I
2550000,dubai,777,W
2550000,dubai,777,F
2550000,dubai,777,H
2550000,dubai,777,G
2550000,dubai,777,R
2500000,dubai,37,X
2500000,dubai,37,O
2500000,dubai,37,P
2500000,dubai,37,Q
2500000,dubai,37,G
2500000,dubai,37,H
2500000,dubai,37,I
2500000,dubai,37,Y
2500000,dubai,37,Z
2500000,dubai,55555,U
2500000,dubai,37,L
2500000,dubai,37,S
2500000,dubai,37,J
2500000,dubai,37,A
2500000,dubai,37,B
2500000,dubai,37,F
2500000,dubai,37,N
2500000,dubai,37,R
2500000,dubai,37,C
2500000,dubai,37,D
2500000,dubai,37,E
2500000,dubai,37,K
2500000,dubai,37,AA
2500000,dubai,37,BB
2500000,dubai,37,CC
2500000,dubai,37,DD
2500000,dubai,123,M
2500000,dubai,123,U
2500000,dubai,123,E
2500000,dubai,123,F
2500000,dubai,123,G
2500000,dubai,123,Y
2500000,dubai,123,Z
2500000,dubai,123,AA
2500000,dubai,123,BB
2500000,dubai,123,N
2500000,dubai,123,O
2500000,dubai,123,P
2500000,dubai,123,CC
2500000,dubai,123,DD
2500000,dubai,123,A
2500000,dubai,123,B
2500000,dubai,123,C
2500000,dubai,123,D
2500000,dubai,123,H
2500000,dubai,123,V
2500000,dubai,123,W
2500000,dubai,123,X
2500000,dubai,37,M
2500000,dubai,123,I
2500000,dubai,123,J
2500000,dubai,123,K
2500000,dubai,123,L
2500000,dubai,123,Q
2500000,dubai,123,R
2500000,dubai,123,S
2500000,dubai,123,T
2500000,dubai,4,b
2500000,dubai,55555,I
2500000,dubai,55555,X
2500000,dubai,55555,W
2500000,dubai,55555,V
2500000,dubai,55555,T
2500000,dubai,55555,S
2500000,dubai,55555,A
2500000,dubai,55555,P
2500000,dubai,55555,O
2500000,dubai,55555,N
2500000,dubai,55555,M
2500000,dubai,55555,L
2500000,dubai,55555,K
2500000,dubai,55555,Y
2500000,dubai,55555,H
2500000,dubai,55555,G
2500000,dubai,55555,F
2500000,dubai,55555,E
2500000,dubai,55555,D
2500000,dubai,55555,C
2500000,dubai,55555,B
2500000,dubai,55555,R
2500000,dubai,55555,J
2500000,dubai,55555,Q
2500000,dubai,55555,DD
2500000,dubai,55555,CC
2500000,dubai,55555,BB
2500000,dubai,55555,AA
2500000,dubai,55555,Z
2500000,dubai,800,w
2500000,dubai,911,y
2500000,dubai,37,T
2500000,dubai,37,U
2500000,dubai,37,V
2500000,dubai,37,W
2395000,dubai,61,B
2395000,dubai,61,Z
2395000,dubai,61,L
2395000,dubai,61,Y
2395000,dubai,61,BB
2395000,dubai,61,K
2395000,dubai,61,D
2395000,dubai,61,C
2395000,dubai,61,E
2395000,dubai,61,F
2395000,dubai,61,A
2395000,dubai,61,R
2395000,dubai,61,G
2395000,dubai,61,H
2395000,dubai,61,I
2395000,dubai,61,AA
2395000,dubai,61,W
2395000,dubai,61,J
2395000,dubai,61,M
2395000,dubai,61,N
2395000,dubai,61,DD
2395000,dubai,61,V
2395000,dubai,61,U
2395000,dubai,61,T
2395000,dubai,61,Q
2395000,dubai,61,S
2395000,dubai,61,CC
2395000,dubai,61,P
2395000,dubai,61,X
2395000,dubai,61,O
2390000,dubai,56,v
2390000,dubai,5,v
2300000,dubai,42,s
2300000,dubai,89,v
2300000,dubai,99999,m
2290000,dubai,43,P
2290000,dubai,43,W
2290000,dubai,43,F
2290000,dubai,43,T
2290000,dubai,43,U
2290000,dubai,43,B
2290000,dubai,43,I
2290000,dubai,43,A
2290000,dubai,43,D
2290000,dubai,43,E
2290000,dubai,43,V
2290000,dubai,43,C
2290000,dubai,43,X
2290000,dubai,43,BB
2290000,dubai,43,L
2290000,dubai,43,M
2290000,dubai,43,N
2290000,dubai,43,Q
2290000,dubai,43,R
2290000,dubai,43,S
2290000,dubai,43,G
2290000,dubai,43,H
2290000,dubai,43,Y
2290000,dubai,43,Z
2290000,dubai,43,AA
2290000,dubai,43,J
2290000,dubai,43,K
2290000,dubai,43,CC
2290000,dubai,43,DD
2290000,dubai,43,O
2250000,dubai,5,O
2250000,dubai,5,D
2250000,dubai,5,S
2250000,dubai,5,R
2250000,dubai,5,B
2250000,dubai,5,M
2250000,dubai,5,H
2250000,dubai,5,C
2250000,dubai,5,N
2250000,dubai,5,BB
2250000,dubai,5,K
2250000,dubai,5,J
2250000,dubai,5,I
2250000,dubai,5,T
2250000,dubai,5,E
2250000,dubai,5,W
2250000,dubai,5,X
2250000,dubai,5,Y
2250000,dubai,5,AA
2250000,dubai,5,Z
2250000,dubai,5,P
2250000,dubai,5,L
2250000,dubai,5,F
2250000,dubai,5,CC
2250000,dubai,5,G
2250000,dubai,5,A
2250000,dubai,5,DD
2250000,dubai,5,Q
2250000,dubai,5,V
2250000,dubai,5,U
2200000,dubai,67,Y
2200000,dubai,67,H
2200000,dubai,1111,q
2200000,dubai,67,T
2200000,dubai,67,R
2200000,dubai,67,Q
2200000,dubai,67,DD
2200000,dubai,67,CC
2200000,dubai,67,BB
2200000,dubai,67,AA
2200000,dubai,67,I
2200000,dubai,67,Z
2200000,dubai,67,W
2200000,dubai,67,V
2200000,dubai,67,U
2200000,dubai,67,A
2200000,dubai,67,P
2200000,dubai,67,O
2200000,dubai,67,N
2200000,dubai,67,S
2200000,dubai,67,L
2200000,dubai,37,k
2200000,dubai,6,u
2200000,dubai,67,K
2200000,dubai,89,w
2200000,dubai,67,J
2200000,dubai,67,G
2200000,dubai,67,F
2200000,dubai,67,E
2200000,dubai,67,X
2200000,dubai,67,D
2200000,dubai,67,C
2200000,dubai,67,B
2200000,dubai,67,M
2190000,dubai,83,v
2190000,dubai,8,v
2190000,dubai,61,y
2190000,dubai,7,z
2150000,dubai,1111,o
2100000,dubai,81,w
2095000,dubai,63,K
2095000,dubai,63,S
2095000,dubai,63,F
2095000,dubai,63,U
2095000,dubai,63,W
2095000,dubai,63,X
2095000,dubai,63,Y
2095000,dubai,63,AA
2095000,dubai,63,E
2095000,dubai,63,T
2095000,dubai,63,R
2095000,dubai,63,Q
2095000,dubai,63,L
2095000,dubai,63,J
2095000,dubai,63,I
2095000,dubai,63,D
2095000,dubai,63,C
2095000,dubai,63,B
2095000,dubai,63,A
2095000,dubai,63,P
2095000,dubai,63,O
2095000,dubai,63,N
2095000,dubai,63,M
2095000,dubai,63,H
2095000,dubai,63,G
2095000,dubai,63,Z
2095000,dubai,63,V
2095000,dubai,63,CC
2095000,dubai,63,DD
2095000,dubai,63,BB
2090000,dubai,8,d
2050000,dubai,888,DD
2050000,dubai,888,BB
2050000,dubai,888,V
2050000,dubai,888,W
2050000,dubai,888,X
2050000,dubai,888,O
2050000,dubai,888,S
2050000,dubai,888,AA
2050000,dubai,888,Z
2050000,dubai,888,Y
2050000,dubai,888,J
2050000,dubai,888,I
2050000,dubai,888,H
2050000,dubai,888,E
2050000,dubai,888,D
2050000,dubai,888,C
2050000,dubai,888,A
2050000,dubai,888,G
2050000,dubai,8,j
2050000,dubai,888,F
2050000,dubai,888,CC
2050000,dubai,888,U
2050000,dubai,888,T
2050000,dubai,888,R
2050000,dubai,888,M
2050000,dubai,888,L
2050000,dubai,888,K
2050000,dubai,888,Q
2050000,dubai,888,N
2050000,dubai,888,P
2050000,dubai,888,B
1990000,dubai,98,W
1990000,dubai,98,X
1990000,dubai,98,Y
1990000,dubai,98,DD
1990000,dubai,98,BB
1990000,dubai,98,M
1990000,dubai,98,U
1990000,dubai,98,Z
1990000,dubai,98,AA
1990000,dubai,98,CC
1990000,dubai,98,N
1990000,dubai,98,O
1990000,dubai,98,P
1990000,dubai,98,Q
1990000,dubai,98,E
1990000,dubai,98,F
1990000,dubai,98,J
1990000,dubai,98,K
1990000,dubai,98,L
1990000,dubai,98,R
1990000,dubai,98,S
1990000,dubai,98,T
1990000,dubai,98,C
1990000,dubai,98,D
1990000,dubai,98,G
1990000,dubai,98,H
1990000,dubai,98,I
1990000,dubai,98,A
1990000,dubai,98,B
1990000,dubai,98,l
1990000,dubai,87,H
1990000,dubai,87,J
1990000,dubai,87,K
1990000,dubai,87,L
1990000,dubai,87,M
1990000,dubai,87,U
1990000,dubai,87,V
1990000,dubai,87,G
1990000,dubai,87,F
1990000,dubai,87,N
1990000,dubai,87,CC
1990000,dubai,87,DD
1990000,dubai,87,O
1990000,dubai,87,P
1990000,dubai,87,Q
1990000,dubai,87,R
1990000,dubai,87,S
1990000,dubai,87,T
1990000,dubai,87,W
1990000,dubai,87,X
1990000,dubai,87,Y
1990000,dubai,87,Z
1990000,dubai,87,AA
1990000,dubai,87,BB
1990000,dubai,87,A
1990000,dubai,87,B
1990000,dubai,87,C
1990000,dubai,87,D
1990000,dubai,87,E
1990000,dubai,87,I
1990000,dubai,87,e
1990000,dubai,76,e
1990000,dubai,98,n
1990000,dubai,98,k
1990000,dubai,4,n
1990000,dubai,98,V
1980000,dubai,76,G
1980000,dubai,76,S
1980000,dubai,76,R
1980000,dubai,76,AA
1980000,dubai,76,BB
1980000,dubai,76,CC
1980000,dubai,76,Q
1980000,dubai,76,P
1980000,dubai,76,N
1980000,dubai,76,Y
1980000,dubai,76,K
1980000,dubai,76,W
1980000,dubai,76,X
1980000,dubai,76,DD
1980000,dubai,76,U
1980000,dubai,76,V
1980000,dubai,76,Z
1980000,dubai,76,H
1980000,dubai,76,C
1980000,dubai,76,D
1980000,dubai,76,M
1980000,dubai,76,L
1980000,dubai,76,A
1980000,dubai,76,B
1980000,dubai,76,I
1980000,dubai,76,J
1980000,dubai,76,T
1980000,dubai,76,E
1980000,dubai,76,F
1980000,dubai,76,O
1970000,dubai,53,t
1960000,dubai,79,Z
1960000,dubai,79,D
1960000,dubai,79,H
1960000,dubai,79,T
1960000,dubai,79,W
1960000,dubai,79,X
1960000,dubai,79,Y
1960000,dubai,79,P
1960000,dubai,79,U
1960000,dubai,79,V
1960000,dubai,79,K
1960000,dubai,79,AA
1960000,dubai,79,A
1960000,dubai,79,O
1960000,dubai,79,J
1960000,dubai,79,C
1960000,dubai,79,E
1960000,dubai,79,G
1960000,dubai,79,F
1960000,dubai,79,N
1960000,dubai,79,M
1960000,dubai,79,L
1960000,dubai,79,I
1960000,dubai,79,CC
1960000,dubai,79,Q
1960000,dubai,79,B
1960000,dubai,79,R
1960000,dubai,79,DD
1960000,dubai,79,S
1960000,dubai,79,BB
1950000,dubai,58,C
1950000,dubai,58,D
1950000,dubai,58,E
1950000,dubai,58,F
1950000,dubai,58,H
1950000,dubai,58,J
1950000,dubai,58,K
1950000,dubai,58,L
1950000,dubai,58,M
1950000,dubai,58,N
1950000,dubai,58,A
1950000,dubai,58,P
1950000,dubai,58,Z
1950000,dubai,58,CC
1950000,dubai,84,m
1950000,dubai,9,e
1950000,dubai,95,x
1950000,dubai,58,V
1950000,dubai,58,G
1950000,dubai,58,X
1950000,dubai,58,Y
1950000,dubai,58,BB
1950000,dubai,58,DD
1950000,dubai,58,O
1950000,dubai,58,R
1950000,dubai,58,S
1950000,dubai,58,T
1950000,dubai,58,U
1950000,dubai,98,p
1950000,dubai,58,W
1950000,dubai,58,I
1950000,dubai,58,Q
1950000,dubai,58,AA
1950000,dubai,58,B
1929000,dubai,53,DD
1929000,dubai,53,B
1929000,dubai,53,A
1929000,dubai,53,F
1929000,dubai,53,P
1929000,dubai,53,O
1929000,dubai,53,T
1929000,dubai,53,J
1929000,dubai,53,M
1929000,dubai,53,W
1929000,dubai,53,N
1929000,dubai,53,X
1929000,dubai,53,S
1929000,dubai,53,U
1929000,dubai,53,I
1929000,dubai,53,Q
1929000,dubai,53,H
1929000,dubai,53,G
1929000,dubai,53,L
1929000,dubai,53,K
1929000,dubai,53,Z
1929000,dubai,53,Y
1929000,dubai,53,CC
1929000,dubai,53,BB
1929000,dubai,53,AA
1929000,dubai,53,V
1929000,dubai,53,E
1929000,dubai,53,D
1929000,dubai,53,C
1929000,dubai,53,R
1890000,dubai,5,t
1890000,dubai,911,i
1890000,dubai,5555,d
1870000,dubai,9,l
1850000,dubai,88888,D
1850000,dubai,88888,J
1850000,dubai,88888,K
1850000,dubai,88888,S
1850000,dubai,88888,Y
1850000,dubai,88888,Q
1850000,dubai,88888,W
1850000,dubai,88888,CC
1850000,dubai,88888,T
1850000,dubai,88888,U
1850000,dubai,88888,V
1850000,dubai,88888,P
1850000,dubai,88888,X
1850000,dubai,88888,O
1850000,dubai,88888,B
1850000,dubai,88888,C
1850000,dubai,88888,I
1850000,dubai,88888,Z
1850000,dubai,88888,AA
1850000,dubai,88888,E
1850000,dubai,88888,F
1850000,dubai,88888,A
1850000,dubai,88888,M
1850000,dubai,88888,N
1850000,dubai,88888,BB
1850000,dubai,88888,R
1850000,dubai,88888,DD
1850000,dubai,88888,G
1850000,dubai,88888,H
1850000,dubai,88888,L
1840000,dubai,93,D
1840000,dubai,93,E
1840000,dubai,93,F
1840000,dubai,93,W
1840000,dubai,93,X
1840000,dubai,93,Y
1840000,dubai,93,Z
1840000,dubai,93,AA
1840000,dubai,93,G
1840000,dubai,93,L
1840000,dubai,93,M
1840000,dubai,93,N
1840000,dubai,93,K
1840000,dubai,93,A
1840000,dubai,93,B
1840000,dubai,93,C
1840000,dubai,93,U
1840000,dubai,93,V
1840000,dubai,93,Q
1840000,dubai,93,H
1840000,dubai,93,I
1840000,dubai,93,J
1840000,dubai,93,BB
1840000,dubai,93,CC
1840000,dubai,93,DD
1840000,dubai,93,O
1840000,dubai,93,P
1840000,dubai,93,T
1840000,dubai,93,R
1840000,dubai,93,S
1830000,dubai,92,D
1830000,dubai,92,F
1830000,dubai,92,G
1830000,dubai,92,I
1830000,dubai,92,AA
1830000,dubai,92,T
1830000,dubai,92,J
1830000,dubai,92,S
1830000,dubai,92,R
1830000,dubai,92,M
1830000,dubai,92,CC
1830000,dubai,92,BB
1830000,dubai,92,N
1830000,dubai,92,L
1830000,dubai,92,K
1830000,dubai,92,Z
1830000,dubai,92,H
1830000,dubai,92,Y
1830000,dubai,92,X
1830000,dubai,92,W
1830000,dubai,92,V
1830000,dubai,92,U
1830000,dubai,92,O
1830000,dubai,92,P
1830000,dubai,92,B
1830000,dubai,92,C
1830000,dubai,92,DD
1830000,dubai,92,Q
1830000,dubai,92,A
1830000,dubai,92,E
1799000,dubai,9,f
1790000,dubai,94,L
1790000,dubai,94,M
1790000,dubai,94,N
1790000,dubai,94,O
1790000,dubai,94,P
1790000,dubai,94,Q
1790000,dubai,22222,K
1790000,dubai,94,J
1790000,dubai,94,I
1790000,dubai,22222,H
1790000,dubai,94,DD
1790000,dubai,94,CC
1790000,dubai,94,BB
1790000,dubai,94,AA
1790000,dubai,94,B
1790000,dubai,94,A
1790000,dubai,94,X
1790000,dubai,94,W
1790000,dubai,94,V
1790000,dubai,94,T
1790000,dubai,94,S
1790000,dubai,94,K
1790000,dubai,22222,Z
1790000,dubai,22222,I
1790000,dubai,22222,G
1790000,dubai,22222,F
1790000,dubai,22222,U
1790000,dubai,22222,T
1790000,dubai,22222,D
1790000,dubai,22222,C
1790000,dubai,22222,R
1790000,dubai,22222,J
1790000,dubai,22222,B
1790000,dubai,22222,A
1790000,dubai,22222,M
1790000,dubai,22222,L
1790000,dubai,94,G
1790000,dubai,22222,E
1790000,dubai,22222,BB
1790000,dubai,22222,AA
1790000,dubai,22222,Y
1790000,dubai,22222,X
1790000,dubai,22222,W
1790000,dubai,22222,V
1790000,dubai,22222,S
1790000,dubai,22222,Q
1790000,dubai,22222,P
1790000,dubai,22222,O
1790000,dubai,22222,N
1790000,dubai,22222,DD
1790000,dubai,22222,CC
1790000,dubai,94,F
1790000,dubai,94,E
1790000,dubai,94,D
1790000,dubai,94,C
1790000,dubai,94,H
1790000,dubai,94,Y
1790000,dubai,94,Z
1790000,dubai,94,U
1790000,dubai,94,R
1770000,dubai,83,f
1750000,dubai,6,k
1750000,dubai,22222,m
1720000,dubai,999,l
1700000,dubai,400,CC
1700000,dubai,400,S
1700000,dubai,400,R
1700000,dubai,400,U
1700000,dubai,400,M
1700000,dubai,400,BB
1700000,dubai,400,AA
1700000,dubai,400,Z
1700000,dubai,400,Y
1700000,dubai,400,X
1700000,dubai,400,W
1700000,dubai,400,V
1700000,dubai,400,E
1700000,dubai,400,T
1700000,dubai,400,D
1700000,dubai,400,B
1700000,dubai,400,Q
1700000,dubai,400,N
1700000,dubai,400,O
1700000,dubai,400,G
1700000,dubai,400,P
1700000,dubai,400,DD
1700000,dubai,400,A
1700000,dubai,400,H
1700000,dubai,400,C
1700000,dubai,400,I
1700000,dubai,400,F
1700000,dubai,400,K
1700000,dubai,400,L
1700000,dubai,400,J
1690000,dubai,222,AA
1690000,dubai,222,C
1690000,dubai,222,u
1690000,dubai,222,J
1690000,dubai,222,N
1690000,dubai,222,O
1690000,dubai,222,P
1690000,dubai,222,Q
1690000,dubai,222,R
1690000,dubai,222,CC
1690000,dubai,222,A
1690000,dubai,222,D
1690000,dubai,222,E
1690000,dubai,222,V
1690000,dubai,222,W
1690000,dubai,222,X
1690000,dubai,222,K
1690000,dubai,222,Y
1690000,dubai,222,Z
1690000,dubai,222,I
1690000,dubai,222,L
1690000,dubai,700,i
1690000,dubai,222,M
1690000,dubai,222,DD
1690000,dubai,222,BB
