price,emirate,number,character,value_of_X,number_of_X,value_of_Y,number_of_Y,pattern,number_of_zeros,number_of_digits,isYear,isPalindrome,isMemeNumber,containsMemeNumber,isCarModel
3890000,dubai,1111,BB,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,CC,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,P,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,I,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,J,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,K,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,L,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,M,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,N,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,O,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,V,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,Z,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,A,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,B,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,AA,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,C,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,D,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,F,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,G,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,H,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,E,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,W,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,U,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,T,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,S,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,R,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3890000,dubai,1111,Q,1,4,-1,0,XXXX,0,4,0,1,0,0,0
3850000,dubai,666,H,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,J,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,D,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,K,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,N,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,A,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,R,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,S,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,T,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,Z,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,AA,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,BB,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,M,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,P,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,Q,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,U,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,V,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,E,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,B,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,CC,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,F,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,G,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,DD,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,X,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,O,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,Y,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,C,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,L,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,I,6,3,-1,0,XXX,0,3,0,1,1,1,0
3850000,dubai,666,W,6,3,-1,0,XXX,0,3,0,1,1,1,0
3690000,dubai,56,V,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,89,C,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,89,D,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,89,G,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,56,Z,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,89,AA,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,56,Y,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,56,X,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,56,DD,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,56,CC,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,56,S,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,56,D,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,56,U,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,56,R,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,56,Q,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,89,H,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,89,R,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,89,DD,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,56,P,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,89,CC,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,89,V,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,89,U,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,89,N,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,89,M,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,56,AA,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,89,BB,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,56,E,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,89,J,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,89,K,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,89,L,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,89,O,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,89,P,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,89,Q,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,89,F,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,89,S,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,89,T,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,89,W,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,89,X,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,89,Y,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,89,Z,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,89,I,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,56,K,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,56,J,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,56,I,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,56,H,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,87,d,7,1,8,1,__,0,2,0,0,0,0,0
3690000,dubai,56,W,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,89,A,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,89,E,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,70,e,7,1,-1,0,_0,1,2,0,0,0,0,0
3690000,dubai,89,B,8,1,9,1,__,0,2,0,0,0,0,0
3690000,dubai,56,F,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,56,G,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,56,L,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,56,BB,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,56,M,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,56,N,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,56,O,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,56,A,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,56,B,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,56,C,5,1,6,1,__,0,2,0,0,0,0,0
3690000,dubai,56,T,5,1,6,1,__,0,2,0,0,0,0,0
3675000,dubai,23,F,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,J,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,V,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,P,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,W,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,G,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,L,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,X,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,Y,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,I,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,M,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,Q,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,R,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,Z,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,N,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,O,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,A,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,B,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,K,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,BB,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,CC,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,DD,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,T,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,S,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,U,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,AA,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,E,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,D,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,C,2,1,3,1,__,0,2,0,0,0,0,0
3675000,dubai,23,H,2,1,3,1,__,0,2,0,0,0,0,0
3590000,dubai,81,s,1,1,8,1,__,0,2,0,0,0,0,0
3590000,dubai,90,t,9,1,-1,0,_0,1,2,0,0,0,0,0
3590000,dubai,62,o,2,1,6,1,__,0,2,0,0,0,0,0
3590000,dubai,81,t,1,1,8,1,__,0,2,0,0,0,0,0
3575000,dubai,41,V,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,DD,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,CC,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,BB,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,AA,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,Z,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,Y,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,X,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,W,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,L,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,N,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,E,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,S,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,M,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,I,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,J,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,T,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,F,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,H,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,K,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,C,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,D,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,R,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,Q,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,B,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,A,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,P,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,O,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,G,1,1,4,1,__,0,2,0,0,0,0,0
3575000,dubai,41,U,1,1,4,1,__,0,2,0,0,0,0,0
3550000,dubai,31,h,1,1,3,1,__,0,2,0,0,0,0,0
3500000,dubai,56,n,5,1,6,1,__,0,2,0,0,0,0,0
3500000,dubai,222,s,2,3,-1,0,XXX,0,3,0,1,0,0,0
3500000,dubai,23,i,2,1,3,1,__,0,2,0,0,0,0,0
3495000,dubai,31,z,1,1,3,1,__,0,2,0,0,0,0,0
3250000,dubai,90,M,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,V,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,W,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,S,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,R,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,Q,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,P,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,O,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,BB,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,A,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,DD,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,CC,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,AA,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,Z,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,Y,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,X,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,T,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,L,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,K,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,J,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,I,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,H,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,G,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,U,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,F,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,E,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,D,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,C,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,B,9,1,-1,0,_0,1,2,0,0,0,0,0
3250000,dubai,90,N,9,1,-1,0,_0,1,2,0,0,0,0,0
3223600,dubai,26857,o,2,1,5,1,_____,0,5,0,0,0,0,0
3200000,dubai,70,T,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,S,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,R,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,O,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,N,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,M,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,L,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,K,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,J,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,F,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,CC,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,BB,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,AA,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,C,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,U,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,E,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,D,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,V,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,X,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,W,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,DD,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,Q,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,H,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,G,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,P,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,Z,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,Y,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,I,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,A,7,1,-1,0,_0,1,2,0,0,0,0,0
3200000,dubai,70,B,7,1,-1,0,_0,1,2,0,0,0,0,0
3000000,dubai,80,x,8,1,-1,0,_0,1,2,0,0,0,0,0
2990000,dubai,44,U,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,V,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,A,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,N,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,M,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,L,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,K,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,J,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,I,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,G,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,F,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,E,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,D,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,C,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,B,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,DD,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,P,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,BB,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,Z,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,Y,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,CC,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,H,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,AA,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,W,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,X,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,3,z,3,1,-1,0,_,0,1,0,1,0,0,0
2990000,dubai,44,T,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,S,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,O,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,R,4,2,-1,0,XX,0,2,0,1,0,0,0
2990000,dubai,44,Q,4,2,-1,0,XX,0,2,0,1,0,0,0
2850000,dubai,80,E,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,G,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,F,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,D,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,C,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,Y,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,U,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,DD,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,CC,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,BB,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,M,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,N,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,O,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,A,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,B,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,K,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,AA,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,H,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,777,f,7,3,-1,0,XXX,0,3,0,1,0,0,0
2850000,dubai,777,w,7,3,-1,0,XXX,0,3,0,1,0,0,0
2850000,dubai,80,Z,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,X,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,90,u,9,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,I,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,J,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,L,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,Q,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,R,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,S,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,T,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,V,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,W,8,1,-1,0,_0,1,2,0,0,0,0,0
2850000,dubai,80,P,8,1,-1,0,_0,1,2,0,0,0,0,0
2790000,dubai,2,CC,2,1,-1,0,_,0,1,0,1,0,0,0
2790000,dubai,2,K,2,1,-1,0,_,0,1,0,1,0,0,0
2790000,dubai,2,J,2,1,-1,0,_,0,1,0,1,0,0,0
2790000,dubai,2,Z,2,1,-1,0,_,0,1,0,1,0,0,0
2790000,dubai,2,Y,2,1,-1,0,_,0,1,0,1,0,0,0
2790000,dubai,2,X,2,1,-1,0,_,0,1,0,1,0,0,0
2790000,dubai,2,F,2,1,-1,0,_,0,1,0,1,0,0,0
2790000,dubai,2,BB,2,1,-1,0,_,0,1,0,1,0,0,0
2790000,dubai,2,AA,2,1,-1,0,_,0,1,0,1,0,0,0
2790000,dubai,2,A,2,1,-1,0,_,0,1,0,1,0,0,0
2790000,dubai,2,M,2,1,-1,0,_,0,1,0,1,0,0,0
2790000,dubai,2,U,2,1,-1,0,_,0,1,0,1,0,0,0
2790000,dubai,2,W,2,1,-1,0,_,0,1,0,1,0,0,0
2790000,dubai,2,DD,2,1,-1,0,_,0,1,0,1,0,0,0
2790000,dubai,2,O,2,1,-1,0,_,0,1,0,1,0,0,0
2790000,dubai,2,P,2,1,-1,0,_,0,1,0,1,0,0,0
2790000,dubai,2,Q,2,1,-1,0,_,0,1,0,1,0,0,0
2790000,dubai,2,L,2,1,-1,0,_,0,1,0,1,0,0,0
2790000,dubai,2,C,2,1,-1,0,_,0,1,0,1,0,0,0
